ｺｰﾄﾞ,,カナ名,〒,,TEL,FAX,取引先締日=締め日,必着日,取引先入金日＝入金日,回収方法,様,相手先担当１＝担当,連絡先１＝担当連絡先,請求先ｺｰﾄﾞ
1020,　　前                              ,ﾏｴｶﾜﾁﾅｶﾞ,586-0032,大阪府河内長野市栄町14-13,               ,               ,31,,0,1,1,　　　　　　,               ,
1023,株式会社ＬＥＯＮ　ＣＬＵＢ _　野中　勇,ﾉﾅｶ     ,250-0408,神奈川県足柄下郡箱根町強羅1300-601_クリオ強羅401号,               ,               ,31,,0,1,1,田辺　　　　,               ,
1024,きのくに信用金庫 _　和歌山支店,ｷﾉｸﾆｼﾝｷﾝ,640-8331,和歌山市美園町4丁目92,073-425-2211   ,               ,31,,0,1,2,　　　　　　,               ,
1025,　　　島　智子                      ,ｼﾏｻﾏ    ,640-8136,和歌山市堀止東2-3-7,080-4237-3166  ,               ,31,,0,1,1,　　　　　　,               ,
1026,株式会社ヴァイオス                  ,ｳﾞｧｲｵｽ  ,640-0112,和歌山市西庄295-9,073-452-9356   ,073-451-3056   ,31,,0,1,2,　　　　　　,               ,
1027,株式会社ツイン                      ,ﾂｲﾝ     ,643-0851,和歌山県有田郡有田川町出87番地,0737-52-7076   ,0737-52-7664   ,31,,0,1,2,伊藤　　　　,090-3282-8637  ,
1028,　　　神前                          ,ｺｳｻﾞｷ   ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
1029,　　田辺　領平                      ,ﾀﾅﾍﾞ    ,        ,,080-4347-5500  ,               ,31,,0,1,1,　　　　　　,               ,
1031,山田ぶつだん製作所　紀三井寺店      ,ﾔﾏﾀﾞﾌﾞﾂﾀ,641-0012,和歌山市紀三井寺619,               ,               ,31,,0,1,2,　　　　　　,               ,
1032,有限会社太田商店                    ,ｵｵﾀｿｳｺ  ,640-8303,和歌山市鳴神806,073-471-5127   ,073-474-0664   ,31,,0,1,2,　　　　　　,               ,
1033,和歌山市防火管理者連絡協議会 _　中支部,ﾜｶﾔﾏﾎﾞｳｶ,        ,,               ,               ,31,,0,2,2,　　　　　　,               ,
1034,ワケン株式会社                      ,ﾜｹﾝ     ,649-6261,和歌山県和歌山市小倉411-33,073-477-1241   ,073-477-3945   ,31,,0,1,2,北浦様　　　,090-9042-5617  ,
1035,三井ダイレクト損害保険株式会社      ,ﾐﾂｲｿﾝﾎﾟ ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1036,社会福祉法人こうま会 _　学童保育,ｺｳﾏｶﾞｸﾄﾞ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1037,社会福祉法人こうま会 _　支援センター,ｺｳﾏｼｴﾝｾﾝ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1039,株式会社弘和創建                    ,ｺｳﾜｿｳｹﾝ ,643-0004,和歌山県有田郡湯浅町湯浅2290-2-101,0737-20-5361   ,               ,20,,20,1,2,畑中　　　　,090-5898-7123  ,
1040,　　　賀城                          ,ｶｼﾛｻﾏ   ,        ,,               ,               ,31,,31,1,1,伊勢設計　　,               ,
1041,　　　宮本                          ,ﾐﾔﾓﾄｻﾏ  ,        ,,               ,0738-53-0525   ,31,,0,1,1,　　　　　　,               ,
1042,エース証券株式会社                  ,ｴｰｽｼｮｳｹﾝ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1043,淡輪駅前整体院                      ,ﾀﾝﾉﾜｾｲﾀｲ,599-0301,大阪府泉南郡岬町淡輪1199-2_南海淡輪ビル1階,               ,               ,31,,0,1,2,　　　　　　,               ,
1044,株式会社一歩                        ,ｲｯﾎﾟ    ,572-0072,大阪府寝屋川市太間東町6-1,               ,               ,31,,0,1,2,元デイゆい　,               ,
1045,雀庵　はなれ                        ,ｼﾞｬｸｱﾝﾊﾅ,590-0523,大阪府泉南市信達岡中1212,               ,               ,31,,0,1,2,ユーフーズ　,               ,
1046,クラブ嶺                            ,ｸﾗﾌﾞﾚｲ  ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1047,　　　溝畑                          ,ﾐｿﾞﾊﾞﾀｻﾏ,        ,,               ,               ,31,,0,1,1,伊勢設計　　,               ,
1048,パナソニック株式会社 _システム機器(BU)品質保証部,ﾊﾟﾅｼｽﾃﾑ ,514-8555,三重県津市藤方1668,059-228-8913   ,059-228-7590   ,20,25,0,1,2,　　　　　　,               ,
1050,　　　津本                          ,ﾂﾓﾄｻﾏ   ,649-6414,和歌山県紀の川市打田1099-1,               ,               ,31,,0,1,1,　　　　　　,               ,
1051,　　　谷田                          ,ﾀﾆﾀﾞ    ,640-0351,和歌山県和歌山市吉礼666-9,               ,               ,31,,0,1,1,　　　　　　,               ,
1052,社会福祉法人こひつじこども園        ,ｺﾋﾂｼﾞｺﾄﾞ,640-8453,和歌山県和歌山市木ノ本1230番地2,073-452-0001   ,073-455-3555   ,31,,0,1,2,園長小門様　,               ,
1053,北谷　知進                          ,        ,640-0415,紀の川市貴志川町長原201-10,               ,               ,31,,0,1,1,　　　　　　,               ,
1054,有限会社パドマ                      ,ﾊﾟﾄﾞﾏ   ,542-0071,大阪府大阪市中央区道頓堀_２丁目５－１７,080-4112-8402  ,               ,31,,0,1,1,藤木ひろみ　,080-4112-8402  ,
1055,株式会社　小薮設備                  ,        ,640-8039,和歌山市中之島１３４１番地,073-435-0238   ,073-435-0239   ,31,,0,1,1,福田　仁　　,080-1427-0993  ,
1056,株式会社大谷洋品店                  ,ｵｵﾀﾆﾖｳﾋﾝ,640-8023,和歌山県和歌山市中ノ店北ノ丁4,               ,               ,20,,0,1,2,　　　　　　,               ,
1057,新和テック株式会社                  ,ｼﾝﾜﾃｯｸ  ,559-0015,大阪府大阪市住之江区南加賀屋_２丁目１０番１６号,               ,               ,31,,0,1,2,酒井和行　　,080-3795-4745  ,
1058,万里                                ,ﾏﾝﾘ     ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1059,グリーンシャポービル管理組合        ,ｸﾞﾘｰﾝｼｬﾎ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1060,有限会社吉田総合企画                ,ﾖｼﾀﾞｷｶｸ ,543-0072,大阪府大阪市天王寺区生玉前町2-14-601,06-6770-6720   ,               ,31,,0,1,2,　　　　　　,               ,
1061,和歌山市ＬＰガス防火研究会          ,ﾜｶﾔﾏｼLPｶ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1062,合資会社ヨロヅヤ                    ,ﾖﾛﾂﾞﾔ   ,        ,,               ,               ,0,,0,1,2,　　　　　　,               ,
1064,株式会社ＫＡＳＹＯ                  ,ｶｼｮｰ    ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1065,共同産業株式会社　東京オフィス      ,ｷｮｳﾄﾞｳｻﾝ,171-0014,東京都豊島区池袋2丁目61番4号_エヌアイビル,03-6709-2295   ,03-6709-2296   ,31,15,25,1,2,荒川直樹様　,               ,
1067,ＨＡＩＲ　ＤＯＮＫＥＹ              ,ﾍｱﾄﾞﾝｷｰ ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1068,イムマヌエル総合伝道団キリスト教会  ,ｲﾑﾏﾇｴﾙｷﾘ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1069,和歌山市立木本小学校                ,ｷﾓﾄｼｮｳｶﾞ,640-8434,和歌山県和歌山市榎原255,073-455-0053   ,               ,31,,0,1,2,　　　　　　,               ,
1070,三木                                ,ﾐｷｾﾝｾｲ  ,        ,,               ,               ,20,,0,1,1,　　　　　　,               ,
1071,ユーフーズ株式会社                  ,ﾕｰﾌｰｽﾞ  ,590-0514,大阪府泉南市信達金熊寺287,072-480-0831   ,072-485-1319   ,31,,20,1,2,　　　　　　,               ,
1072,松田電器商会                        ,ﾏﾂﾀﾞﾃﾞﾝｷ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1073,ハードヒッター                      ,ﾊｰﾄﾞﾋｯﾀｰ,        ,,               ,               ,31,,0,1,2,宮田　　　　,               ,
1074,中岡　利平                          ,ﾆﾁｴｲｼﾞｭｳ,644-0011,和歌山県御坊市湯川町財部651-3,0738-23-2709   ,0738-24-1690   ,31,,0,1,1,社長様携帯　,090-4646-5748  ,
1075,西岡設備工業株式会社                ,ﾆｼｵｶｾﾂﾋﾞ,641-0004,和歌山県和歌山市和田75-1,073-479-9300   ,073-479-9400   ,20,,20,1,2,西岡信智社長,090-1483-3005  ,
1078,山本電機                            ,ﾔﾏﾓﾄﾃﾞﾝｷ,640-8319,和歌山市手平1丁目2-22,073-436-7582   ,073-488-7107   ,31,,0,1,2,山本とおる　,090-4276-0355  ,
1079,魚谷メンタルクリニック              ,ｳｵﾀﾆﾒﾝﾀﾙ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1080,有限会社森下設備                    ,ﾓﾘｼﾀｾﾂﾋﾞ,641-0021,和歌山県和歌山市和歌浦東2丁目4番41号,               ,               ,31,,0,1,2,　　　　　　,               ,
1081,ファイブ住研株式会社,ﾌｧｲﾌﾞｼﾞｭｳｹﾝ,640-8482,和歌山市六十谷226-8,073-488-5397,073-488-5349,31,,31,1,2,谷口様　　　,090-8234-4796,
