売上№,売上日,行№,品名,単位,数量,単価,金額,備考,得意先ｺｰﾄﾞ
88699,2021/5/24,1,バイオメディカルサイエンスセンター     ,　　,     ,        ,         ,                   ,292
88699,2021/5/24,2,研究機器設置のための施設事前工事       ,　　,     ,        ,         ,                   ,292
88699,2021/5/24,3,電気設備工事                           ,式　,1,2200000,2200000,4/19～5/24         ,292
88695,2021/5/24,1,キングライン湊危険物倉庫分　納品       ,　　,     ,        ,         ,                   ,546
88695,2021/5/24,2,少量危険物標識（文字入れ）             ,枚　,1,2500,2500,5月24日,546
88682,2021/5/22,1,ディアス川畑                           ,　　,     ,        ,         ,                   ,45
88682,2021/5/22,2,消火器4型                              ,本　,2,4500,9000,5月22日,45
88682,2021/5/22,3,消火器処分費                           ,本　,2,1000,2000,〃                 ,45
88682,2021/5/22,4,避難はしご表示板(使用法)               ,枚　,1,1200,1200,〃                 ,45
88682,2021/5/22,5,取付費                                 ,式　,1,300,300,〃                 ,45
88682,2021/5/22,6,出張費                                 ,式　,1,1500,1500,〃                 ,45
88682,2021/5/22,7,避難はしご撤去費(3台)                  ,式　,1,9000,9000,〃                 ,45
88682,2021/5/22,8,廃材処分費                             ,式　,1,3000,3000,〃                 ,45
88636,2021/5/22,1,水崎様邸　ルームエアコン取付工事       ,式　,1,240000,240000,5月22日,259
88624,2021/5/21,1,イオンモール日根野店                   ,　　,     ,        ,         ,                   ,15
88624,2021/5/21,2,連結送水管耐圧性能試験                 ,式　,1,306000,306000,5月21日,15
88681,2021/5/21,1,福島第3マンション　105号室             ,　　,     ,        ,         ,                   ,45
88681,2021/5/21,2,住警器(取付費込)                       ,台　,1,3000,3000,5月21日,45
88616,2021/5/21,1,ジョイフル国分　2階　｢ヨシオカ｣        ,　　,     ,        ,         ,                   ,652
88616,2021/5/21,2,使用開始届出及び立会試験費             ,式　,1,80000,80000,5月20日,652
88584,2021/5/20,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,45
88584,2021/5/20,2,パティオス（総合点検）                 ,式　,1,7600,7600,3月27日,45
88584,2021/5/20,3,サンルーカス（総合点検）               ,式　,1,43460,43460,3月20日,45
88584,2021/5/20,4,ディアス川畑                           ,式　,1,55440,55440,〃                 ,45
88584,2021/5/20,5,カーササンライズ（総合点検）           ,式　,1,11400,11400,4月5日,45
88584,2021/5/20,6,グリーンフル鳴神（総合点検）           ,式　,1,33000,33000,4月24日,45
88581,2021/5/20,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,378
88581,2021/5/20,2,シャーメゾンオーキッド                 ,式　,1,770,770,                   ,378
88581,2021/5/20,3,メゾンクレール                         ,式　,1,495,495,                   ,378
88581,2021/5/20,4,フォーレスロ―カット                   ,式　,1,1320,1320,                   ,378
88581,2021/5/20,5,シャーメゾン府中                       ,式　,1,495,495,                   ,378
88581,2021/5/20,6,ヴィオス神前                           ,式　,1,495,495,                   ,378
88581,2021/5/20,7,ヴィオトープ                           ,式　,1,770,770,                   ,378
88581,2021/5/20,8,ジュリアード松江                       ,式　,1,770,770,                   ,378
88581,2021/5/20,9,シャーメゾンうの                       ,式　,1,495,495,                   ,378
88581,2021/5/20,10,シャーメゾン広川                       ,式　,1,495,495,                   ,378
88581,2021/5/20,11,メゾン・ルテシィアⅡ                   ,式　,1,495,495,                   ,378
88581,2021/5/20,12,シャーメゾン岩出                       ,式　,1,704,704,                   ,378
88581,2021/5/20,13,シャーメゾン黒江                       ,式　,1,495,495,                   ,378
88581,2021/5/20,14,シャーメゾン野田                       ,式　,1,737,737,                   ,378
88581,2021/5/20,15,フロントパディーⅡ                     ,式　,1,737,737,                   ,378
88581,2021/5/20,16,シャーメゾン名高                       ,式　,1,2068,2068,                   ,378
88581,2021/5/20,17,シャーメゾン尾崎                       ,式　,1,1485,1485,                   ,378
88581,2021/5/20,18,シャーメゾン有田                       ,式　,1,825,825,                   ,378
88581,2021/5/20,19,シャーメゾン中島                       ,式　,1,770,770,                   ,378
88581,2021/5/20,20,グリーンルーフ                         ,式　,1,660,660,                   ,378
88581,2021/5/20,21,グリーンルーフ                         ,式　,1,660,660,                   ,378
88581,2021/5/20,22,シャーメゾン砂山南                     ,式　,1,5907,5907,                   ,378
88581,2021/5/20,23,べレオＫ                               ,式　,1,2068,2068,                   ,378
88581,2021/5/20,24,べレオ太田                             ,式　,1,2068,2068,                   ,378
88581,2021/5/20,25,シャーメゾンｂｒｉｌｌｉａｎｔ         ,式　,1,770,770,                   ,378
88581,2021/5/20,26,べレオ新通                             ,式　,1,2068,2068,                   ,378
88581,2021/5/20,27,アメニティ太田                         ,式　,1,770,770,                   ,378
88581,2021/5/20,28,べレオ堀止西                           ,式　,1,2068,2068,                   ,378
88581,2021/5/20,29,ヴィレッジ三年坂                       ,式　,1,4136,4136,                   ,378
88581,2021/5/20,30,ベレオ西浜ハーモニーガーデン           ,式　,1,3102,3102,                   ,378
88581,2021/5/20,31,ディアス妙寺                           ,式　,1,693,693,                   ,378
88581,2021/5/20,32,グリーンルーフ妙寺                     ,式　,1,990,990,                   ,378
88581,2021/5/20,33,ベレオ園部                             ,式　,1,3102,3102,                   ,378
88581,2021/5/20,34,ガーデンハイツⅡ                       ,式　,1,770,770,                   ,378
88581,2021/5/20,35,コラール堀止                           ,式　,1,770,770,                   ,378
88581,2021/5/20,36,シャーメゾン葵                         ,式　,1,495,495,                   ,378
88581,2021/5/20,37,ベルデ堀口                             ,式　,1,2068,2068,                   ,378
88581,2021/5/20,38,シャーメゾンＷＩＬＬ                   ,式　,1,770,770,                   ,378
88581,2021/5/20,39,ＳｈａＭａｉｓｏｎ　ＮＡ               ,式　,1,770,770,                   ,378
88581,2021/5/20,40,ベレオＢｒｉｌｌｉａｎｔ               ,式　,1,1650,1650,                   ,378
88581,2021/5/20,41,ベレオ紀三井寺                         ,式　,1,1100,1100,                   ,378
88581,2021/5/20,42,ベレオけやき                           ,式　,1,4136,4136,                   ,378
88581,2021/5/20,43,シャーメゾン松江北                     ,式　,1,495,495,                   ,378
88581,2021/5/20,44,ベレオコスモ                           ,式　,1,1650,1650,                   ,378
88581,2021/5/20,45,シャーメゾンＬａＬａ                   ,式　,1,770,770,                   ,378
88581,2021/5/20,46,ベレオ小堀                             ,式　,1,4136,4136,                   ,378
88581,2021/5/20,47,ベレオ寺町通り                         ,式　,1,3102,3102,                   ,378
88581,2021/5/20,48,メゾンド・ベレオ                       ,式　,1,1650,1650,                   ,378
88581,2021/5/20,49,シャーメゾン宝亀                       ,式　,1,3454,3454,                   ,378
88581,2021/5/20,50,ベレオ小野町                           ,式　,1,2068,2068,                   ,378
88581,2021/5/20,51,シャーメゾン彩花                       ,式　,1,990,990,                   ,378
88581,2021/5/20,52,ベレオ広瀬                             ,式　,1,5907,5907,                   ,378
88581,2021/5/20,53,Ｔｏｕｒｎｅｓｏｌ                     ,式　,1,4136,4136,                   ,378
88581,2021/5/20,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ         ,式　,1,495,495,                   ,378
88581,2021/5/20,55,ディアス松野                           ,式　,1,1045,1045,                   ,378
88581,2021/5/20,56,プロヌーブ今福                         ,式　,1,990,990,                   ,378
88581,2021/5/20,57,ベレオ黒田ＳＯＵＴＨ                   ,式　,1,990,990,                   ,378
88581,2021/5/20,58,Ｆｅｌｉｃａ紀三井寺                   ,式　,1,770,770,                   ,378
88581,2021/5/20,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ           ,式　,1,1595,1595,                   ,378
88581,2021/5/20,60,シャーメゾン茶屋ノ丁                   ,式　,1,495,495,                   ,378
88581,2021/5/20,61,ベレオくすのき                         ,式　,1,4136,4136,                   ,378
88581,2021/5/20,62,ＢＥＲＥＯ　Ｒｉａｎ                   ,式　,1,3102,3102,                   ,378
88581,2021/5/20,63,フレグランス船所                       ,式　,1,1166,1166,                   ,378
88581,2021/5/20,64,フレグランス船所Ⅱ                     ,式　,1,1320,1320,                   ,378
88581,2021/5/20,65,メゾンドソレイユ                       ,式　,1,245,245,                   ,378
88581,2021/5/20,66,シャーメゾンガーデンズ紀三井寺         ,式　,1,770,770,                   ,378
88581,2021/5/20,67,シャーメゾン幡川                       ,式　,1,990,990,                   ,378
