"売上№=masterid,dempyounum",売上日=uriagebi,得意先ｺｰﾄﾞ=customerid,得意先名,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,153,フレグランス布施屋,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,154,ディアス小雑賀,式　,1,847,847,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,155,ラ・サルデーヌ,式　,1,3234,3234,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,156,ディアス黒江,式　,1,1320,1320,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,157,ディアス藤本,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,158,ディアス藤本Ⅱ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,159,ディアスウチタ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,160,フレグランスうの,式　,1,1315,1315,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,161,フレグランスⅠ,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,162,ディアス寿里,式　,1,1397,1397,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,163,フレグランス宮原,式　,1,968,968,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,164,ディアスミニ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,165,ディアス一本松,式　,1,2376,2376,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,166,ディアス城山,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,167,フレグランス池尻,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,168,フレグランス大宮,式　,1,693,693,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,169,楠見中ディアス,式　,1,968,968,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,170,セフィラ　プラッツ,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,171,ハイツ楠,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,172,サニーコート,式　,1,1430,1430,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,173,フォーレスうえだ,式　,1,1694,1694,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,174,ハイツ萩,式　,1,693,693,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,175,フォーレス有本,式　,1,1045,1045,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,176,楠見中ディアスⅡ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,177,ハイツ森,式　,1,1045,1045,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,178,フォーレス花野,式　,1,1166,1166,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,179,フレグランス小雑賀,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,180,グリーンルーフ塩屋,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,181,フレグランス南紀の台,式　,1,990,990,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,182,グリーンルーフＣｏｃｃｏ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,183,ハイツ楠Ⅱ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,184,シャーメゾン山中,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,185,シャーメゾン高松,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,186,メゾン雑賀,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,187,グリーンルーフのうがわ,式　,1,968,968,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,188,ドエルＫ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,189,シャーメゾン山崎,式　,1,1320,1320,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,190,シャーメゾン新堂,式　,1,1870,1870,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,191,シャーメゾン小雑賀,式　,1,1045,1045,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,192,エクセレンス六十谷,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,193,シャーメゾンＨＡＭＡＩＣＨＩ,式　,1,990,990,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,194,シャーメゾン打田,式　,1,1045,1045,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,195,シャーメゾン堀口,式　,1,1320,1320,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,196,シャーメゾン新堂Ⅱ,式　,1,1045,1045,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,197,シャーメゾンキタグチ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,198,セファミ荊本,式　,1,1045,1045,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,199,フォーレスＩ＆Ｎ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,200,シャーメゾンＭ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,201,ヴィンヤードハウスⅢ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,202,エクセレンス六十谷Ⅱ,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,203,ガーデンハイツ湯浅,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,204,ルミエール湊,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,205,シャーメゾン紀峰,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,206,グランメール福島,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,207,パールハイツ箕島,式　,1,693,693,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,208,ワイズヴィラ,式　,1,550,550,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,209,フォーレス・ノベル,式　,1,770,770,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,210,藤栄ハイツ,式　,1,693,693,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,211,ラ・サルデーヌⅡ,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,212,メゾン・ルテシィア,式　,1,495,495,                    ,
88204,2021/2/20,378,積水ハウス不動産関西株式会社                      ,213,シャーメゾン下津,式　,1,693,693,                    ,
